attendance_id,student_id,date,day_of_week,class,section,status,entry_time,exit_time,capture_method,rfid_tag,is_anomaly
ATT0003681,STU00017,2025-07-05,Saturday,12,B,Present,07:22,15:03,Biometric,,0
ATT0003682,STU00018,2025-07-05,Saturday,3,C,Present,07:38,14:28,Face Recognition,,0
ATT0003683,STU00019,2025-07-05,Saturday,5,B,Present,07:12,13:47,RFID,66BF033A9B9A,0
ATT0003684,STU00020,2025-07-05,Saturday,8,A,Present,07:34,15:14,RFID,C0953AE8B213,0
ATT0003685,STU00021,2025-07-05,Saturday,7,C,Present,07:23,13:17,RFID,888D8C06491E,0
ATT0003686,STU00022,2025-07-05,Saturday,5,B,Present,07:27,14:48,Face Recognition,,0
ATT0003687,STU00023,2025-07-05,Saturday,7,C,Present,07:24,14:27,RFID,0865B31B79AF,0
ATT0003688,STU00024,2025-07-05,Saturday,4,B,Present,07:27,15:10,Face Recognition,,0
ATT0003689,STU00025,2025-07-05,Saturday,2,B,Present,07:25,15:21,RFID,53A4849B5401,0
ATT0003690,STU00026,2025-07-05,Saturday,5,C,Present,07:38,15:31,RFID,1F3922DA7D51,0
ATT0003691,STU00027,2025-07-05,Saturday,1,B,Late,08:27,14:01,RFID,2D8CB949373D,0
ATT0003692,STU00028,2025-07-05,Saturday,2,A,Present,07:15,14:01,Face Recognition,,0
ATT0003693,STU00029,2025-07-05,Saturday,9,B,Present,07:19,15:32,Biometric,,0
ATT0003694,STU00030,2025-07-05,Saturday,10,A,Present,07:37,14:33,RFID,87A37BFEA4C7,0
ATT0003695,STU00031,2025-07-05,Saturday,1,B,Present,07:45,14:24,RFID,3666D2B9B7DC,0
ATT0003696,STU00032,2025-07-05,Saturday,5,C,Present,07:24,14:48,RFID,EE546682F955,0
ATT0003697,STU00033,2025-07-05,Saturday,7,C,Present,07:22,15:56,RFID,D937EB392F22,0
ATT0003698,STU00034,2025-07-05,Saturday,11,B,Present,07:20,14:51,Face Recognition,,0
ATT0003699,STU00035,2025-07-05,Saturday,10,A,Present,07:31,13:58,Biometric,,0
ATT0003700,STU00037,2025-07-05,Saturday,7,C,Present,07:34,14:48,RFID,C93440601EBD,0
ATT0003701,STU00039,2025-07-05,Saturday,4,C,Present,07:24,15:40,Face Recognition,,0
ATT0003702,STU00040,2025-07-05,Saturday,1,A,Absent,,,,,0
ATT0003703,STU00041,2025-07-05,Saturday,6,A,Present,07:32,14:42,RFID,286D786AD690,0
ATT0003704,STU00042,2025-07-05,Saturday,5,A,Absent,,,,,0
ATT0003705,STU00044,2025-07-05,Saturday,9,B,Present,07:26,14:16,Face Recognition,,0
ATT0003706,STU00045,2025-07-05,Saturday,7,C,Present,07:35,15:44,RFID,1CDD4CE6A7CE,0
ATT0003707,STU00046,2025-07-05,Saturday,12,C,Late,08:17,15:41,RFID,97CEFE180866,0
ATT0003708,STU00047,2025-07-05,Saturday,3,C,Present,07:20,13:17,Face Recognition,,0
ATT0003709,STU00048,2025-07-05,Saturday,6,A,Present,07:31,13:55,Face Recognition,,0
ATT0003710,STU00050,2025-07-05,Saturday,11,A,Present,07:32,15:14,RFID,4051620A475A,0
ATT0003711,STU00051,2025-07-05,Saturday,9,D,Medical Leave,,,,,0
ATT0003712,STU00052,2025-07-05,Saturday,6,A,Present,07:18,15:44,Biometric,,0
ATT0003713,STU00053,2025-07-05,Saturday,7,C,Present,07:25,14:17,Face Recognition,,0
ATT0003714,STU00054,2025-07-05,Saturday,1,B,Late,08:19,14:52,Face Recognition,,0
ATT0003715,STU00055,2025-07-05,Saturday,11,D,Present,07:29,15:33,RFID,1EEC369460E9,0
ATT0003716,STU00056,2025-07-05,Saturday,12,C,Present,07:45,13:34,Biometric,,0
ATT0003717,STU00057,2025-07-05,Saturday,8,A,Present,07:26,13:31,RFID,EDD89FBB2839,0
ATT0003718,STU00058,2025-07-05,Saturday,4,C,Present,07:39,14:28,Biometric,,0
ATT0003719,STU00060,2025-07-05,Saturday,6,A,Present,07:44,14:07,Face Recognition,,0
ATT0003720,STU00061,2025-07-05,Saturday,11,D,Present,07:14,13:24,Face Recognition,,0
ATT0003721,STU00062,2025-07-05,Saturday,5,C,Absent,,,,,0
ATT0003722,STU00064,2025-07-05,Saturday,9,A,Present,07:41,14:01,Biometric,,0
ATT0003723,STU00065,2025-07-05,Saturday,1,A,Authorized Leave,,,,,0
ATT0003724,STU00066,2025-07-05,Saturday,6,C,Present,07:17,14:55,Biometric,,0
ATT0003725,STU00067,2025-07-05,Saturday,8,A,Present,07:20,15:42,RFID,2B121850656D,0
ATT0003726,STU00068,2025-07-05,Saturday,5,A,Present,07:43,15:46,RFID,2BD6A465AB74,0
ATT0003727,STU00069,2025-07-05,Saturday,3,B,Present,07:35,15:04,Biometric,,0
ATT0003728,STU00070,2025-07-05,Saturday,10,B,Present,07:39,15:40,RFID,81255A271EFE,0
ATT0003729,STU00071,2025-07-05,Saturday,9,C,Present,07:35,15:27,RFID,DC32CB2A5B67,0
ATT0003730,STU00072,2025-07-05,Saturday,10,D,Absent,,,,,0
ATT0003731,STU00073,2025-07-05,Saturday,7,C,Present,07:38,14:33,Biometric,,0
ATT0003732,STU00074,2025-07-05,Saturday,1,B,Present,07:19,15:23,Biometric,,1
ATT0003733,STU00075,2025-07-05,Saturday,5,C,Present,07:19,13:01,Biometric,,0
ATT0003734,STU00076,2025-07-05,Saturday,12,B,Present,07:14,14:15,RFID,A5F14614B7DF,0
ATT0003735,STU00077,2025-07-05,Saturday,10,A,Present,07:28,13:04,RFID,8101E28906FA,0
ATT0003736,STU00078,2025-07-05,Saturday,11,C,Present,07:21,13:35,RFID,2CEFB3449FD4,0
ATT0003737,STU00079,2025-07-05,Saturday,7,A,Present,07:15,15:00,RFID,37652251C4A1,0
ATT0003738,STU00080,2025-07-05,Saturday,7,A,Present,07:39,14:42,Biometric,,0
ATT0003739,STU00081,2025-07-05,Saturday,5,A,Absent,,,,,0
ATT0003740,STU00082,2025-07-05,Saturday,7,D,Present,07:35,14:20,RFID,B3E7D0AB9899,0
ATT0003741,STU00083,2025-07-05,Saturday,4,A,Present,07:35,13:22,RFID,744E465E2F70,1
ATT0003742,STU00084,2025-07-05,Saturday,1,C,Present,07:33,15:58,Biometric,,0
ATT0003743,STU00085,2025-07-05,Saturday,12,D,Absent,,,,,0
ATT0003744,STU00086,2025-07-05,Saturday,9,D,Present,07:12,14:19,Biometric,,0
ATT0003745,STU00087,2025-07-05,Saturday,2,C,Present,07:14,15:42,Biometric,,0
ATT0003746,STU00089,2025-07-05,Saturday,6,D,Present,07:38,13:06,Biometric,,0
ATT0003747,STU00090,2025-07-05,Saturday,5,A,Present,07:33,15:46,RFID,583D90542EDF,0
ATT0003748,STU00091,2025-07-05,Saturday,3,A,Late,08:28,14:51,Face Recognition,,0
ATT0003749,STU00092,2025-07-05,Saturday,7,B,Present,07:33,13:50,RFID,DE1E6CD72FEA,0
ATT0003750,STU00093,2025-07-05,Saturday,12,B,Present,07:42,13:27,Biometric,,0
ATT0003751,STU00094,2025-07-05,Saturday,4,C,Present,07:29,14:46,RFID,0694B7ACBCB6,0
ATT0003752,STU00095,2025-07-05,Saturday,5,B,Late,08:12,13:48,RFID,35A7568A71C7,0
ATT0003753,STU00096,2025-07-05,Saturday,9,B,Present,07:38,15:08,Biometric,,0
ATT0003754,STU00097,2025-07-05,Saturday,4,B,Present,07:11,15:18,RFID,76BA4BA2834E,0
ATT0003755,STU00098,2025-07-05,Saturday,9,D,Present,07:18,13:39,Face Recognition,,0
ATT0003756,STU00099,2025-07-05,Saturday,8,D,Present,07:26,15:48,Biometric,,0
ATT0003757,STU00100,2025-07-05,Saturday,4,B,Present,07:37,14:34,Face Recognition,,0
ATT0003758,STU00101,2025-07-05,Saturday,2,A,Present,07:23,13:55,RFID,48784CCC94AB,1
ATT0003759,STU00102,2025-07-05,Saturday,6,A,Present,07:42,15:39,Biometric,,0
ATT0003760,STU00103,2025-07-05,Saturday,3,B,Absent,,,,,0
ATT0003761,STU00104,2025-07-05,Saturday,8,A,Present,07:12,13:49,Biometric,,0
ATT0003762,STU00105,2025-07-05,Saturday,10,A,Present,07:33,14:31,Face Recognition,,0
ATT0003763,STU00106,2025-07-05,Saturday,11,C,Present,07:45,13:46,Biometric,,0
ATT0003764,STU00107,2025-07-05,Saturday,10,A,Present,07:12,13:19,Biometric,,0
ATT0003765,STU00108,2025-07-05,Saturday,7,B,Present,07:10,14:43,Face Recognition,,0
ATT0003766,STU00109,2025-07-05,Saturday,5,C,Present,07:36,13:51,Biometric,,0
ATT0003767,STU00110,2025-07-05,Saturday,3,A,Present,07:27,13:26,RFID,E8B69A8BAC83,0
ATT0003768,STU00111,2025-07-05,Saturday,4,B,Present,07:26,13:47,Face Recognition,,0
ATT0003769,STU00112,2025-07-05,Saturday,5,A,Present,07:32,14:39,Biometric,,0
ATT0003770,STU00113,2025-07-05,Saturday,4,B,Present,07:15,14:38,Biometric,,1
ATT0003771,STU00114,2025-07-05,Saturday,2,A,Present,07:13,13:15,RFID,1111DBDE1D89,0
ATT0003772,STU00115,2025-07-05,Saturday,4,A,Present,07:36,15:36,RFID,5BDD948EB7A8,0
ATT0003773,STU00116,2025-07-05,Saturday,3,B,Medical Leave,,,,,0
ATT0003774,STU00117,2025-07-05,Saturday,8,D,Absent,,,,,0
ATT0003775,STU00118,2025-07-05,Saturday,3,A,Late,08:18,13:56,Face Recognition,,0
ATT0003776,STU00120,2025-07-05,Saturday,10,B,Late,08:24,13:21,Face Recognition,,0
ATT0003777,STU00121,2025-07-05,Saturday,11,C,Present,07:23,14:01,Biometric,,0
ATT0003778,STU00122,2025-07-05,Saturday,5,A,Present,07:29,13:41,RFID,E9FB40F229EE,0
ATT0003779,STU00123,2025-07-05,Saturday,5,A,Late,08:18,14:02,Face Recognition,,0
ATT0003780,STU00124,2025-07-05,Saturday,2,C,Present,07:31,15:50,RFID,4675897CC98E,0
ATT0003781,STU00126,2025-07-05,Saturday,9,D,Present,07:32,15:11,Face Recognition,,0
ATT0003782,STU00127,2025-07-05,Saturday,8,A,Present,07:45,15:41,Face Recognition,,0
ATT0003783,STU00128,2025-07-05,Saturday,6,C,Late,08:25,14:38,RFID,D11D715A518D,0
ATT0003784,STU00129,2025-07-05,Saturday,5,B,Present,07:27,15:21,RFID,7B34D34FA387,0
ATT0003785,STU00130,2025-07-05,Saturday,11,B,Absent,,,,,0
ATT0003786,STU00131,2025-07-05,Saturday,6,C,Present,07:23,14:02,Face Recognition,,0
ATT0003787,STU00132,2025-07-05,Saturday,12,A,Absent,,,,,0
ATT0003788,STU00133,2025-07-05,Saturday,4,B,Present,07:28,15:36,RFID,D481870FB094,0
ATT0003789,STU00134,2025-07-05,Saturday,6,D,Present,07:16,13:32,Biometric,,0
ATT0003790,STU00135,2025-07-05,Saturday,1,C,Present,07:35,14:31,RFID,88D972A9B091,0
ATT0003791,STU00136,2025-07-05,Saturday,3,B,Present,07:33,15:58,Face Recognition,,0
ATT0003792,STU00137,2025-07-05,Saturday,1,C,Present,07:34,15:02,RFID,83C3605D69FF,0
ATT0003793,STU00139,2025-07-05,Saturday,5,B,Absent,,,,,0
ATT0003794,STU00141,2025-07-05,Saturday,11,B,Late,08:25,15:43,Biometric,,0
ATT0003795,STU00142,2025-07-05,Saturday,7,D,Present,07:19,15:53,Biometric,,0
ATT0003796,STU00143,2025-07-05,Saturday,8,C,Present,07:22,15:02,RFID,AE682D5CC1C4,0
ATT0003797,STU00144,2025-07-05,Saturday,10,B,Present,07:38,13:09,RFID,AD6218C72412,0
ATT0003798,STU00145,2025-07-05,Saturday,3,C,Present,07:36,15:19,Biometric,,0
ATT0003799,STU00146,2025-07-05,Saturday,12,C,Present,07:13,15:29,Face Recognition,,0
ATT0003800,STU00148,2025-07-05,Saturday,12,C,Present,07:22,13:46,Biometric,,0
ATT0003801,STU00149,2025-07-05,Saturday,1,C,Present,07:17,13:20,RFID,81486F1F2B12,0
ATT0003802,STU00150,2025-07-05,Saturday,11,A,Present,07:16,15:24,RFID,78CE113A58DE,0
ATT0003803,STU00151,2025-07-05,Saturday,1,C,Late,08:08,15:52,RFID,EC7B0B78A061,0
ATT0003804,STU00152,2025-07-05,Saturday,8,D,Present,07:16,15:08,Biometric,,0
ATT0003805,STU00153,2025-07-05,Saturday,7,C,Present,07:42,13:55,Biometric,,0
ATT0003806,STU00154,2025-07-05,Saturday,3,C,Present,07:30,14:56,RFID,FC9A97AD09ED,0
ATT0003807,STU00155,2025-07-05,Saturday,3,C,Present,07:19,14:27,RFID,3DF30C89900F,0
ATT0003808,STU00156,2025-07-05,Saturday,5,C,Present,07:19,15:48,Biometric,,0
ATT0003809,STU00157,2025-07-05,Saturday,9,A,Present,07:44,13:58,Face Recognition,,0
ATT0003810,STU00159,2025-07-05,Saturday,9,B,Present,07:18,13:37,RFID,FC5EE372E680,0
ATT0003811,STU00160,2025-07-05,Saturday,9,A,Present,07:37,13:56,Face Recognition,,0
ATT0003812,STU00161,2025-07-05,Saturday,11,C,Present,07:24,15:02,Biometric,,0
ATT0003813,STU00162,2025-07-05,Saturday,6,A,Present,07:18,14:52,RFID,C87DD7B8989F,0
ATT0003814,STU00163,2025-07-05,Saturday,4,C,Present,07:36,15:19,Biometric,,0
ATT0003815,STU00164,2025-07-05,Saturday,11,A,Medical Leave,,,,,0
ATT0003816,STU00165,2025-07-05,Saturday,9,C,Late,08:22,13:14,Face Recognition,,0
ATT0003817,STU00166,2025-07-05,Saturday,4,C,Present,07:36,14:21,Face Recognition,,0
ATT0003818,STU00167,2025-07-05,Saturday,5,C,Present,07:34,13:11,RFID,300FFE2AD8F7,0
ATT0003819,STU00168,2025-07-05,Saturday,8,C,Present,07:22,14:06,RFID,C815D1EE979F,0
ATT0003820,STU00169,2025-07-05,Saturday,8,C,Present,07:35,13:51,Biometric,,0
ATT0003821,STU00170,2025-07-05,Saturday,1,C,Present,07:26,15:03,RFID,F2D13C988E14,0
ATT0003822,STU00171,2025-07-05,Saturday,4,A,Present,07:10,15:23,RFID,8763E8225439,0
ATT0003823,STU00172,2025-07-05,Saturday,2,B,Present,07:27,15:04,RFID,C41946B759B3,0
ATT0003824,STU00173,2025-07-05,Saturday,3,C,Present,07:19,14:31,RFID,0C16E68F258F,0
ATT0003825,STU00174,2025-07-05,Saturday,12,A,Present,07:42,14:18,Face Recognition,,0
ATT0003826,STU00175,2025-07-05,Saturday,6,C,Present,07:13,14:37,RFID,DBA7028E214F,0
ATT0003827,STU00176,2025-07-05,Saturday,1,C,Present,07:39,15:32,Biometric,,0
ATT0003828,STU00177,2025-07-05,Saturday,2,B,Present,07:15,14:05,Biometric,,0
ATT0003829,STU00178,2025-07-05,Saturday,5,A,Present,07:33,14:16,RFID,383EC0C93074,0
ATT0003830,STU00179,2025-07-05,Saturday,12,B,Present,07:18,13:08,Biometric,,0
ATT0003831,STU00180,2025-07-05,Saturday,7,C,Present,07:43,15:42,RFID,7433C744647D,0
ATT0003832,STU00181,2025-07-05,Saturday,12,A,Late,08:04,15:04,Biometric,,0
ATT0003833,STU00183,2025-07-05,Saturday,6,D,Present,07:21,13:41,Biometric,,0
ATT0003834,STU00184,2025-07-05,Saturday,11,A,Absent,,,,,0
ATT0003835,STU00185,2025-07-05,Saturday,11,C,Present,07:31,15:48,RFID,223C50F2AEEA,0
ATT0003836,STU00186,2025-07-05,Saturday,8,D,Absent,,,,,0
ATT0003837,STU00187,2025-07-05,Saturday,2,C,Present,07:34,14:14,RFID,8A2271A8D71C,1
ATT0003838,STU00188,2025-07-05,Saturday,11,D,Present,07:14,13:07,RFID,A528DC70DF72,0
ATT0003839,STU00189,2025-07-05,Saturday,12,B,Present,07:37,14:11,RFID,417835624F3C,0
ATT0003840,STU00190,2025-07-05,Saturday,8,A,Present,07:40,15:01,Face Recognition,,0
ATT0003841,STU00191,2025-07-05,Saturday,10,B,Present,07:18,14:30,RFID,972D0531A6BB,0
ATT0003842,STU00192,2025-07-05,Saturday,9,A,Late,08:09,15:29,RFID,10CD70634429,0
ATT0003843,STU00193,2025-07-05,Saturday,9,C,Absent,,,,,0
ATT0003844,STU00194,2025-07-05,Saturday,3,C,Present,07:43,15:11,RFID,3B171FB8D858,0
ATT0003845,STU00195,2025-07-05,Saturday,10,B,Present,07:37,14:04,RFID,AD029D6843D3,0
ATT0003846,STU00196,2025-07-05,Saturday,3,B,Present,07:38,14:39,Biometric,,0
ATT0003847,STU00197,2025-07-05,Saturday,9,D,Present,07:38,13:13,Biometric,,0
ATT0003848,STU00198,2025-07-05,Saturday,6,D,Absent,,,,,0
ATT0003849,STU00199,2025-07-05,Saturday,1,A,Absent,,,,,0
ATT0003850,STU00200,2025-07-05,Saturday,4,A,Late,08:30,14:40,RFID,A06B1174FFDC,0
ATT0003851,STU00201,2025-07-05,Saturday,7,B,Present,07:14,14:52,Face Recognition,,0
ATT0003852,STU00202,2025-07-05,Saturday,2,C,Present,07:28,15:23,Face Recognition,,0
ATT0003853,STU00203,2025-07-05,Saturday,11,A,Present,07:18,15:05,Face Recognition,,1
ATT0003854,STU00204,2025-07-05,Saturday,6,D,Present,07:14,14:47,Face Recognition,,0
ATT0003855,STU00205,2025-07-05,Saturday,9,B,Present,07:40,14:58,Face Recognition,,0
ATT0003856,STU00206,2025-07-05,Saturday,8,B,Present,07:12,13:38,Face Recognition,,0
ATT0003857,STU00207,2025-07-05,Saturday,11,C,Present,07:14,13:23,RFID,DF983231D66A,0
ATT0003858,STU00208,2025-07-05,Saturday,5,C,Absent,,,,,0
ATT0003859,STU00209,2025-07-05,Saturday,2,C,Present,07:22,14:41,RFID,7F85DD204998,0
ATT0003860,STU00210,2025-07-05,Saturday,5,B,Late,08:12,14:08,RFID,C6043D27EAC2,0
ATT0003861,STU00211,2025-07-05,Saturday,9,B,Present,07:29,15:34,Biometric,,0
ATT0003862,STU00212,2025-07-05,Saturday,10,A,Present,07:34,13:28,RFID,33EC26B91096,0
ATT0003863,STU00213,2025-07-05,Saturday,1,A,Present,07:45,13:33,Biometric,,0
ATT0003864,STU00214,2025-07-05,Saturday,3,A,Present,07:39,13:56,Face Recognition,,0
ATT0003865,STU00215,2025-07-05,Saturday,10,D,Present,07:43,14:17,RFID,6CAAA3761E71,0
ATT0003866,STU00216,2025-07-05,Saturday,9,D,Present,07:41,15:38,RFID,D348D4406C87,0
ATT0003867,STU00218,2025-07-05,Saturday,11,D,Present,07:24,13:25,RFID,B751AD6A288F,0
ATT0003868,STU00219,2025-07-05,Saturday,9,A,Absent,,,,,0
ATT0003869,STU00220,2025-07-05,Saturday,9,A,Present,07:35,15:29,RFID,2B47E9EF6B62,0
ATT0003870,STU00221,2025-07-05,Saturday,3,B,Present,07:14,15:10,Biometric,,0
ATT0003871,STU00222,2025-07-05,Saturday,2,A,Present,07:24,14:29,RFID,13CC45720050,0
ATT0003872,STU00223,2025-07-05,Saturday,7,A,Present,07:43,14:44,RFID,85DB195BECFB,0
ATT0003873,STU00225,2025-07-05,Saturday,7,A,Present,07:25,15:06,Biometric,,0
ATT0003874,STU00226,2025-07-05,Saturday,2,A,Authorized Leave,,,,,0
ATT0003875,STU00227,2025-07-05,Saturday,1,A,Present,07:36,14:07,Face Recognition,,0
ATT0003876,STU00228,2025-07-05,Saturday,12,D,Present,07:27,15:22,RFID,E49959115B2A,0
ATT0003877,STU00229,2025-07-05,Saturday,6,C,Present,07:39,13:46,RFID,B0CB39621BE9,0
ATT0003878,STU00230,2025-07-05,Saturday,2,A,Present,07:13,14:41,RFID,727CE1DCBEA5,0
ATT0003879,STU00231,2025-07-05,Saturday,8,D,Present,07:33,13:01,Face Recognition,,0
ATT0003880,STU00232,2025-07-05,Saturday,10,A,Present,07:22,14:06,RFID,4D2A51CC8904,0
ATT0003881,STU00234,2025-07-05,Saturday,9,C,Present,07:32,13:40,RFID,C11911E085E9,0
ATT0003882,STU00235,2025-07-05,Saturday,6,C,Present,07:32,15:08,RFID,48416D56F5CE,0
ATT0003883,STU00236,2025-07-05,Saturday,11,B,Present,07:31,15:10,RFID,DB543E4338EC,0
ATT0003884,STU00237,2025-07-05,Saturday,1,A,Present,07:41,15:34,RFID,43B09EC20367,0
ATT0003885,STU00238,2025-07-05,Saturday,8,B,Present,07:35,13:48,Face Recognition,,0
ATT0003886,STU00239,2025-07-05,Saturday,9,A,Present,07:38,15:47,RFID,F99213B8EE31,0
ATT0003887,STU00240,2025-07-05,Saturday,7,B,Present,07:21,14:04,RFID,A1CC6E4B258A,0
ATT0003888,STU00241,2025-07-05,Saturday,7,A,Late,08:05,14:21,RFID,C4D7E5B3A6A2,0
ATT0003889,STU00242,2025-07-05,Saturday,11,C,Present,07:16,15:29,RFID,957E479DFE6D,0
ATT0003890,STU00243,2025-07-05,Saturday,8,B,Present,07:24,14:02,RFID,DC14097638F1,0
ATT0003891,STU00244,2025-07-05,Saturday,10,C,Present,07:20,15:36,RFID,8AF51B1166B4,0
ATT0003892,STU00245,2025-07-05,Saturday,3,B,Present,07:22,13:23,Biometric,,0
ATT0003893,STU00246,2025-07-05,Saturday,11,A,Late,08:28,15:24,Face Recognition,,0
ATT0003894,STU00247,2025-07-05,Saturday,1,C,Present,07:31,15:16,RFID,988692A9318B,0
ATT0003895,STU00248,2025-07-05,Saturday,2,C,Present,07:23,15:58,RFID,7609698DF3C8,0
ATT0003896,STU00249,2025-07-05,Saturday,11,D,Present,07:11,15:10,RFID,5F4FDFD32467,0
ATT0003897,STU00250,2025-07-05,Saturday,7,C,Present,07:41,13:19,RFID,568B92B14083,0
ATT0003898,STU00251,2025-07-05,Saturday,10,A,Present,07:19,13:06,Face Recognition,,0
ATT0003899,STU00253,2025-07-05,Saturday,1,C,Present,07:39,15:24,RFID,D814522167EF,0
ATT0003900,STU00254,2025-07-05,Saturday,12,D,Late,08:16,14:22,RFID,1514270A4DB4,0
ATT0003901,STU00255,2025-07-05,Saturday,5,C,Absent,,,,,0
ATT0003902,STU00256,2025-07-05,Saturday,12,B,Present,07:21,14:52,RFID,49B56B593AC0,0
ATT0003903,STU00257,2025-07-05,Saturday,10,B,Present,07:15,13:59,RFID,2CC47B134776,0
ATT0003904,STU00258,2025-07-05,Saturday,5,A,Present,07:19,14:39,Face Recognition,,0
ATT0003905,STU00259,2025-07-05,Saturday,3,A,Present,07:31,15:12,Biometric,,0
ATT0003906,STU00260,2025-07-05,Saturday,4,B,Present,07:44,13:05,RFID,0346371D65F0,0
ATT0003907,STU00261,2025-07-05,Saturday,2,B,Present,07:40,15:28,Face Recognition,,0
ATT0003908,STU00262,2025-07-05,Saturday,2,A,Medical Leave,,,,,0
ATT0003909,STU00263,2025-07-05,Saturday,10,B,Present,07:17,13:02,Biometric,,0
ATT0003910,STU00264,2025-07-05,Saturday,12,D,Present,07:19,15:14,RFID,092B15934B16,0
ATT0003911,STU00266,2025-07-05,Saturday,9,D,Absent,,,,,0
ATT0003912,STU00267,2025-07-05,Saturday,11,D,Late,08:09,15:51,RFID,8A35A5A85087,0
ATT0003913,STU00268,2025-07-05,Saturday,5,C,Present,07:21,15:43,Biometric,,0
ATT0003914,STU00269,2025-07-05,Saturday,8,D,Late,08:27,13:59,Face Recognition,,0
ATT0003915,STU00270,2025-07-05,Saturday,7,C,Present,07:16,15:23,RFID,4394363705E3,0
ATT0003916,STU00271,2025-07-05,Saturday,2,A,Present,07:39,13:42,Biometric,,0
ATT0003917,STU00272,2025-07-05,Saturday,7,A,Present,07:29,13:47,RFID,12BD7D693284,0
ATT0003918,STU00273,2025-07-05,Saturday,2,C,Medical Leave,,,,,0
ATT0003919,STU00274,2025-07-05,Saturday,1,C,Late,08:04,15:54,RFID,E3162A22EA0B,0
ATT0003920,STU00275,2025-07-05,Saturday,1,A,Present,07:33,13:37,Biometric,,0
ATT0003921,STU00276,2025-07-05,Saturday,6,D,Present,07:26,14:55,RFID,E838580E58D2,0
ATT0003922,STU00277,2025-07-05,Saturday,5,C,Present,07:36,13:21,RFID,1A7ADDCE01F7,0
ATT0003923,STU00278,2025-07-05,Saturday,4,B,Present,07:20,14:52,RFID,98164262A569,0
ATT0003924,STU00279,2025-07-05,Saturday,9,D,Present,07:35,14:51,RFID,96D9E6B6F678,0
ATT0003925,STU00280,2025-07-05,Saturday,7,D,Present,07:32,13:37,Biometric,,0
ATT0003926,STU00281,2025-07-05,Saturday,11,C,Present,07:30,15:15,RFID,19487E29609F,0
ATT0003927,STU00282,2025-07-05,Saturday,9,C,Present,07:35,13:48,RFID,A69C7DC19472,0
ATT0003928,STU00283,2025-07-05,Saturday,12,B,Present,07:42,13:22,Biometric,,0
ATT0003929,STU00284,2025-07-05,Saturday,9,D,Present,07:39,15:04,RFID,6200212405B0,0
ATT0003930,STU00286,2025-07-05,Saturday,6,A,Present,07:18,13:56,Face Recognition,,0
ATT0003931,STU00287,2025-07-05,Saturday,9,A,Present,07:32,14:04,Biometric,,0
ATT0003932,STU00288,2025-07-05,Saturday,4,A,Present,07:40,14:05,RFID,1651B4512ACD,0
ATT0003933,STU00289,2025-07-05,Saturday,1,C,Present,07:41,15:16,Face Recognition,,0
ATT0003934,STU00290,2025-07-05,Saturday,9,A,Medical Leave,,,,,0
ATT0003935,STU00292,2025-07-05,Saturday,8,C,Present,07:43,13:27,RFID,235AE710AEE8,0
ATT0003936,STU00293,2025-07-05,Saturday,6,B,Present,07:45,15:18,RFID,3C865748E76B,0
ATT0003937,STU00294,2025-07-05,Saturday,4,C,Present,07:22,13:25,Face Recognition,,0
ATT0003938,STU00295,2025-07-05,Saturday,7,C,Present,07:21,14:33,RFID,CE2D38448D6A,0
ATT0003939,STU00296,2025-07-05,Saturday,6,C,Present,07:11,13:30,Biometric,,0
ATT0003940,STU00297,2025-07-05,Saturday,6,A,Late,08:01,13:51,RFID,6EF4B015FCB8,0
ATT0003941,STU00298,2025-07-05,Saturday,11,A,Absent,,,,,0
ATT0003942,STU00299,2025-07-05,Saturday,9,B,Present,07:36,13:17,RFID,0A5BAEE83606,0
ATT0003943,STU00300,2025-07-05,Saturday,7,C,Present,07:19,13:57,RFID,E513E357DAE3,0
ATT0003944,STU00301,2025-07-05,Saturday,4,A,Present,07:26,13:13,Face Recognition,,0
ATT0003945,STU00302,2025-07-05,Saturday,2,A,Present,07:21,15:14,Biometric,,0
ATT0003946,STU00304,2025-07-05,Saturday,5,B,Present,07:36,15:32,Biometric,,0
ATT0003947,STU00305,2025-07-05,Saturday,5,C,Absent,,,,,0
ATT0003948,STU00306,2025-07-05,Saturday,9,C,Present,07:36,13:39,RFID,24073D116EA6,0
ATT0003949,STU00307,2025-07-05,Saturday,4,B,Present,07:25,15:36,Face Recognition,,0
ATT0003950,STU00308,2025-07-05,Saturday,10,D,Present,07:19,13:43,RFID,DA0327871469,0
ATT0003951,STU00309,2025-07-05,Saturday,6,A,Present,07:32,13:40,Face Recognition,,0
ATT0003952,STU00310,2025-07-05,Saturday,3,B,Present,07:14,13:37,Biometric,,0
ATT0003953,STU00311,2025-07-05,Saturday,2,B,Present,07:11,15:46,RFID,1B0AAF0429F3,0
ATT0003954,STU00312,2025-07-05,Saturday,11,D,Present,07:23,15:11,RFID,552B7379DB2E,0
ATT0003955,STU00313,2025-07-05,Saturday,9,D,Medical Leave,,,,,0
ATT0003956,STU00314,2025-07-05,Saturday,2,A,Present,07:18,14:38,RFID,6E07001586BF,0
ATT0003957,STU00316,2025-07-05,Saturday,11,C,Present,07:18,15:45,RFID,00F0DCE8A4F1,0
ATT0003958,STU00318,2025-07-05,Saturday,11,A,Present,07:19,14:22,RFID,096F01B86FB7,0
ATT0003959,STU00319,2025-07-05,Saturday,2,B,Present,07:35,15:12,Biometric,,0
ATT0003960,STU00321,2025-07-05,Saturday,8,C,Present,07:38,13:05,Biometric,,0
